303	303_2	Pseudomonas putida	GCF_001636055.1	4972	18300	C
303	303_3	Pseudomonas putida	GCF_001644955.1	5217	18731	C
303	303_4	Pseudomonas putida	GCF_001886975.1	5220	18722	C
305	305_0	Ralstonia solanacearum	GCF_001299555.1	4245	20750	C
316	316_0	Pseudomonas stutzeri	GCF_000590475.1	4068	15899	C
316	316_1	Pseudomonas stutzeri	GCF_000661915.1	4242	16837	C
316	316_2	Pseudomonas stutzeri	GCF_001648195.1	4395	17106	C
330	330_0	Pseudomonas pseudoalcaligenes	GCF_000953455.1	4011	15773	C
339	339_0	Xanthomonas campestris	GCF_000972745.1	4104	20075	C
358	358_0	Agrobacterium tumefaciens	GCF_000971565.1	5041	22311	C
359	359_0	Agrobacterium rhizogenes	GCF_000745725.1	6512	26603	C
359	359_1	Agrobacterium rhizogenes	GCF_000745735.1	6937	27324	C
376	376_0	Bradyrhizobium sp.	GCF_900011245.1	6410	27510	C
384	384_0	Rhizobium leguminosarum	GCF_000745655.1	5759	24278	C
384	384_1	Rhizobium leguminosarum	GCF_001890425.1	7204	29452	C
394	394_0	Sinorhizobium fredii NGR234	GCF_000018545.1	5985	24757	C
396	396_0	Rhizobium phaseoli	GCF_001664365.1	6214	27008	C
438	438_0	Acetobacter pasteurianus	GCF_001183745.1	2371	12552	C
446	446_0	Legionella pneumophila	GCF_001969405.1	2944	15701	C
446	446_1	Legionella pneumophila	GCF_900119775.1	3018	15717	C
446	446_2	Legionella pneumophila	GCF_900119785.1	2927	15543	C
449	449_0	Legionella hackeliae	GCF_000953655.1	2924	15456	C
451	451_0	Tatlockia micdadei	GCF_000953635.1	2669	11561	C
452	452_0	Legionella spiritensis	GCF_001468165.1	2688	13863	C
454	454_0	Legionella israelensis	GCF_001467785.1	2499	12990	C
455	455_0	Legionella jamestowniensis	GCF_001467745.1	2766	14698	C
456	456_0	Legionella jordanis	GCF_001467765.1	2594	13925	C
458	458_0	Legionella rubrilucens	GCF_001468125.1	2657	13946	C
470	470_0	Acinetobacter baumannii	GCF_000814165.3	3561	17340	C
470	470_1	Acinetobacter baumannii	GCF_001922245.1	3632	17420	C
504	504_0	Kingella kingae	GCF_001458475.1	1887	8318	C
511	511_0	Alcaligenes faecalis	GCF_000967305.2	3650	13555	C
520	520_0	Bordetella pertussis	GCF_001831455.1	3378	16039	C
546	546_0	Citrobacter freundii	GCF_001281005.1	4566	22017	C
546	546_1	Citrobacter freundii	GCF_001718055.1	5028	23605	C
548	548_0	Klebsiella aerogenes	GCF_001571545.2	5213	24429	C
549	549_0	Pantoea agglomerans	GCF_001709315.1	4310	20776	C
550	550_0	Enterobacter cloacae	GCF_000770155.1	4429	21255	C
550	550_1	Enterobacter cloacae	GCF_000784865.1	4500	21843	C
562	562_0	Escherichia coli	GCF_001617565.1	5190	24884	C
562	562_1	Escherichia coli	GCF_001900655.1	4614	22793	C
562	562_2	Escherichia coli	GCF_001900735.1	4795	23245	C
562	562_3	Escherichia coli	GCF_001900945.1	4520	22411	C
569	569_0	Hafnia alvei	GCF_001559255.1	3688	11238	C
571	571_0	Klebsiella oxytoca	GCF_001022115.1	6060	27017	C
571	571_1	Klebsiella oxytoca	GCF_001022195.1	6448	28064	C
571	571_2	Klebsiella oxytoca	GCF_001548355.1	5864	26612	C
573	573_0	Klebsiella pneumoniae	GCF_001705385.1	5582	25705	C
582	582_0	Morganella morganii	GCF_001558895.1	3399	13652	C
584	584_0	Proteus mirabilis	GCF_001640985.1	3614	14313	C
587	587_0	Providencia rettgeri	GCF_001874625.1	4099	15866	C
588	588_0	Providencia stuartii	GCF_001888205.1	3951	15916	C
611	611_0	Salmonella enterica subsp. enterica serovar Heidelberg	GCF_001690135.1	4815	23811	C
614	614_0	Serratia liquefaciens	GCF_001559135.1	4632	21871	C
615	615_0	Serratia marcescens	GCF_001022215.1	5235	24423	C
615	615_1	Serratia marcescens	GCF_001417865.1	5058	23736	C
623	623_0	Shigella flexneri	GCF_000953035.1	3974	15793	C
630	630_0	Yersinia enterocolitica	GCF_000834195.1	3980	19851	C
631	631_0	Yersinia intermedia	GCF_000834515.1	4144	20218	C
633	633_0	Yersinia pseudotuberculosis	GCF_900092345.1	3988	19685	C
636	636_0	Edwardsiella tarda	GCF_001011055.1	3092	12850	C
644	644_0	Aeromonas hydrophila	GCF_001683535.1	4124	16563	C
649	649_0	Aeromonas eucrenophila	GCF_000819865.1	3838	15600	C
652	652_0	Aeromonas schubertii	GCF_001447335.1	3687	14879	C
654	654_0	Aeromonas veronii	GCF_001634325.1	4147	16468	C
663	663_0	Vibrio alginolyticus	GCF_001267945.1	3667	15186	C
663	663_1	Vibrio alginolyticus	GCF_001469735.1	4683	18404	C
666	666_0	Vibrio cholerae	GCF_000765415.1	3661	15006	C
669	669_0	Vibrio harveyi	GCF_001908435.2	5209	19724	C
673	673_0	Grimontia hollisae	GCF_001558255.1	3279	10650	C
674	674_0	Vibrio mimicus	GCF_001767355.1	3801	15440	C
676	676_0	Vibrio fluvialis	GCF_001558415.1	4221	16607	C
691	691_0	Vibrio natriegens	GCF_001680085.1	4577	17425	C
703	703_0	Plesiomonas shigelloides	GCF_900087055.1	2735	8783	C
730	730_0	[Haemophilus] ducreyi	GCF_001647855.1	1474	5207	C
732	732_0	Aggregatibacter aphrophilus	GCF_001262035.1	2067	7125	C
738	738_0	Glaesserella parasuis	GCF_001611775.1	1910	6395	C
783	783_0	Rickettsia rickettsii	GCF_001951015.1	1085	5974	C
818	818_0	Bacteroides thetaiotaomicron	GCF_001314975.1	4587	16324	C
824	824_0	Campylobacter gracilis	GCF_001190745.1	1783	9079	C
851	851_0	Fusobacterium nucleatum	GCF_001854465.1	1861	6772	C
883	883_0	Desulfovibrio vulgaris str. 'Miyazaki F'	GCF_000021385.1	2977	14884	C
897	897_0	Desulfococcus multivorans	GCF_001854245.1	3502	13251	C
901	901_0	Desulfovibrio piger	GCF_900116045.1	2228	11308	C
971	971_0	Selenomonas ruminantium	GCF_900100835.1	2399	10081	C
979	979_0	Cellulophaga lytica	GCF_001941605.1	3269	10593	C
986	986_0	Flavobacterium johnsoniae	GCF_001705175.1	4055	15945	C
991	991_0	Flavobacterium hydatis	GCF_000737695.1	4657	17750	C
996	996_0	Flavobacterium columnare	GCF_001534645.1	2602	11332	C
1044	1044_0	Erythrobacter longus	GCF_000715015.1	3051	15368	C
1063	1063_0	Rhodobacter sphaeroides	GCF_001685625.1	3997	18674	C
1076	1076_0	Rhodopseudomonas palustris	GCF_000935205.1	5164	22404	C
1079	1079_0	Blastochloris viridis	GCF_001402875.1	2939	11692	C
1112	1112_0	Porphyrobacter neustonensis	GCF_001663175.1	2708	13922	C
1140	1140_0	Synechococcus elongatus PCC 7942	GCF_000012525.1	2460	10688	C
1147	1147_0	Synechocystis sp. PCC 6714	GCF_000478825.2	3178	7917	C
1148	1148_0	Synechocystis sp. PCC 6803	GCF_000340785.1	3441	8316	C
1188	1188_0	Tolypothrix sp. PCC 7601	GCF_000300115.1	7046	15025	C
1238	1238_0	Piscirickettsia salmonis	GCF_000756435.2	2604	10160	C
1238	1238_1	Piscirickettsia salmonis	GCF_001746795.1	2806	10265	C
1246	1246_0	Leuconostoc lactis	GCF_001698145.1	1599	8223	C
1254	1254_0	Pediococcus acidilactici	GCF_001922325.1	1904	9128	C
1267	1267_0	Clostridium ventriculi	GCF_001485185.1	2069	10010	C
1274	1274_0	Dermacoccus nishinomiyaensis	GCF_000725405.1	2503	8463	C
1284	1284_0	Staphylococcus hyicus	GCF_000816085.1	2194	11551	C
1286	1286_0	Staphylococcus simulans	GCF_001559115.1	2323	11937	C
1288	1288_0	Staphylococcus xylosus	GCF_000709415.1	2430	12179	C
1293	1293_0	Staphylococcus gallinarum	GCF_000875895.1	2727	13128	C
1295	1295_0	Staphylococcus schleiferi	GCF_001548255.1	2221	11608	C
1302	1302_0	Streptococcus gordonii	GCF_001281105.1	2039	10511	C
1307	1307_0	Streptococcus suis	GCF_001572685.1	1996	10394	C
1307	1307_1	Streptococcus suis	GCF_001936415.1	1906	10032	C
1311	1311_0	Streptococcus agalactiae	GCF_900078265.1	1955	9989	C
1328	1328_0	Streptococcus anginosus	GCF_000831165.1	1817	9342	C
1328	1328_1	Streptococcus anginosus	GCF_001412635.1	1778	9412	C
1346	1346_0	Streptococcus iniae	GCF_001885145.1	1804	9238	C
1351	1351_0	Enterococcus faecalis	GCF_001989555.1	2851	13229	C
1352	1352_0	Enterococcus faecium	GCF_001886635.1	2798	13256	C
1358	1358_0	Lactococcus lactis	GCF_000761115.1	2073	8335	C
1374	1374_0	Planococcus kocurii	GCF_001465835.2	3184	15407	C
1376	1376_0	Aerococcus urinae	GCF_001543175.1	1678	8644	C
1381	1381_0	Atopobium minutum	GCF_001437015.1	1442	6027	C
1396	1396_0	Bacillus cereus	GCF_000835185.1	5491	23885	C
1405	1405_0	Bacillus mycoides	GCF_000832605.1	5256	21974	C
1408	1408_0	Bacillus pumilus	GCF_000590455.1	3604	17303	C
1421	1421_0	Lysinibacillus sphaericus	GCF_001598075.1	4271	19332	C
1421	1421_1	Lysinibacillus sphaericus	GCF_001753205.1	3066	14341	C
1423	1423_0	Bacillus subtilis	GCF_000772125.1	3693	17840	C
1423	1423_1	Bacillus subtilis	GCF_000953615.1	4030	18740	C
1428	1428_0	Bacillus thuringiensis	GCF_001420855.1	5729	24602	C
1428	1428_1	Bacillus thuringiensis	GCF_001455345.1	5166	22398	C
1441	1441_0	Bacillus thuringiensis serovar morrisoni	GCF_000940785.1	5554	23996	C
1473	1473_0	Virgibacillus pantothenticus	GCF_001189575.1	3863	17153	C
1476	1476_0	Sporosarcina psychrophila	GCF_001590685.1	4032	17662	C
1478	1478_0	Bacillus simplex	GCF_001578185.1	4588	19510	C
1479	1479_0	Bacillus smithii	GCF_001050115.1	2722	13670	C
1482	1482_0	Virgibacillus halodenitrificans	GCF_001878675.1	3601	17328	C
1491	1491_0	Clostridium botulinum	GCF_001889325.1	3710	16592	C
1492	1492_0	Clostridium butyricum	GCF_001456065.2	3708	15965	C
1497	1497_0	Clostridium formicaceticum	GCF_001854185.1	3854	16827	C
1503	1503_0	Gottschalkia purinilyticum	GCF_001190785.1	2987	6273	C
1505	1505_0	Paeniclostridium sordellii	GCF_001950115.1	3128	11659	C
1509	1509_0	Clostridium sporogenes	GCF_001020205.1	3551	15993	C
1511	1511_0	Acetoanaerobium sticklandii	GCF_000196455.1	2339	9311	C
1519	1519_0	Clostridium tyrobutyricum	GCF_001642655.1	2733	13136	C
1525	1525_0	Moorella thermoacetica	GCF_001267435.1	2414	9759	C
1548	1548_0	Clostridium scatologenes	GCF_000968375.1	4825	19536	C
1552	1552_0	Clostridium estertheticum subsp. estertheticum	GCF_001877035.1	3969	16804	C
1575	1575_0	Leifsonia xyli	GCF_001063195.1	2117	10339	C
1575	1575_1	Leifsonia xyli	GCF_001647635.1	3128	14976	C
1590	1590_0	Lactobacillus plantarum	GCF_001990145.1	3039	12995	C
1598	1598_0	Lactobacillus reuteri	GCF_001046835.1	1808	8929	C
1600	1600_0	Lactobacillus acetotolerans	GCF_001042405.1	1417	7180	C
1616	1616_0	Weissella kandleri	GCF_001438705.1	1154	6314	C
1620	1620_0	Weissella minor	GCF_001437425.1	1590	8082	C
1624	1624_0	Lactobacillus salivarius	GCF_000758365.1	1865	9106	C
1629	1629_0	Weissella viridescens	GCF_001437355.1	1375	7277	C
1639	1639_0	Listeria monocytogenes	GCF_000600015.1	2750	13741	C
1648	1648_0	Erysipelothrix rhusiopathiae	GCF_001602155.1	1547	3634	C
1657	1657_0	Actinobaculum suis	GCF_001183565.1	1590	5410	C
1661	1661_0	Trueperella pyogenes	GCF_001070855.1	1574	5581	C
1661	1661_1	Trueperella pyogenes	GCF_001281085.1	1802	6037	C
1680	1680_0	Bifidobacterium adolescentis	GCF_000737885.1	1647	7181	C
1683	1683_0	Bifidobacterium angulatum	GCF_000966445.2	1508	6638	C
1687	1687_0	Bifidobacterium coryneforme	GCF_000737865.1	1292	5744	C
1688	1688_0	Bifidobacterium cuniculi	GCF_000741575.1	1852	7704	C
1692	1692_0	Bifidobacterium magnum	GCF_000741255.1	1332	5916	C
1693	1693_0	Bifidobacterium minimum	GCF_000741645.1	1290	5739	C
1703	1703_0	Brevibacterium linens	GCF_001606005.1	3161	12424	C
1703	1703_1	Brevibacterium linens	GCF_001729525.1	3457	13025	C
1705	1705_0	Corynebacterium stationis	GCF_001561975.1	2387	10191	C
1711	1711_0	Cellulomonas flavigena	GCF_001057055.1	1832	8680	C
1713	1713_0	Oerskovia turbata	GCF_000718325.1	3136	12574	C
1719	1719_0	Corynebacterium pseudotuberculosis	GCF_001682275.1	1963	8841	C
1719	1719_1	Corynebacterium pseudotuberculosis	GCF_001922285.1	1995	9011	C
1724	1724_0	Corynebacterium renale	GCF_001044175.1	1622	7201	C
1727	1727_0	Corynebacterium variabile	GCF_000720035.1	3913	13492	C
1736	1736_0	Eubacterium limosum	GCF_001481725.1	3609	15328	C
1747	1747_0	Cutibacterium acnes	GCF_001281065.1	2110	11327	C
1748	1748_0	Acidipropionibacterium acidipropionici	GCF_001975205.1	3005	11917	C
1771	1771_0	Mycobacterium phlei	GCF_001583415.1	4822	22093	C
1778	1778_0	Mycobacterium gordonae	GCF_001417955.2	6125	25019	C
1784	1784_0	Mycobacterium simiae	GCF_001584765.1	5148	22265	C
1791	1791_0	Mycobacterium aurum	GCF_001049355.1	5433	24098	C
1807	1807_0	Mycobacterium obuense	GCF_001044245.1	5100	23181	C
1844	1844_0	Nocardioides luteus	GCF_000960475.2	5123	22243	C
1869	1869_0	Actinoplanes utahensis	GCF_000785985.1	7582	26463	C
1888	1888_0	Streptomyces albus	GCF_001577385.1	5768	21287	C
1888	1888_1	Streptomyces albus	GCF_001753425.1	6142	21937	C
1896	1896_0	Streptomyces bikiniensis	GCF_000718595.1	5989	22459	C
1907	1907_0	Streptomyces glaucescens	GCF_000761215.1	6111	22716	C
1915	1915_0	Streptomyces lincolnensis	GCF_001685355.1	8553	27778	C
1923	1923_0	Streptomyces phaeochromogenes	GCF_001418655.1	8588	27669	C
1926	1926_0	Streptomyces reticuli	GCF_001511815.1	7520	26452	C
1943	1943_0	Streptomyces griseoruber	GCF_001418585.1	7770	25859	C
1961	1961_0	Streptomyces virginiae	GCF_000720455.1	6889	24907	C
1967	1967_0	Streptomyces kanamyceticus	GCF_001418465.1	7662	25589	C
1968	1968_0	Streptomyces cellulosae	GCF_000721105.1	8102	26840	C
1996	1996_0	Microtetraspora glauca	GCF_000721275.1	6286	16510	C
2002	2002_0	Streptosporangium amethystogenes	GCF_000721075.1	7564	18778	C
2026	2026_0	Thermoactinomyces vulgaris	GCF_001294365.1	2882	8844	C
2041	2041_0	Aeromicrobium erythreum	GCF_001509405.1	3149	15905	C
2045	2045_0	Pimelobacter simplex	GCF_000785495.1	5010	18264	C
2047	2047_0	Rothia dentocariosa	GCF_000763765.1	2028	8390	C
2055	2055_0	Gordonia terrae	GCF_001698225.1	4859	17578	C
2074	2074_0	Pseudonocardia autotrophica	GCF_000717175.1	6758	20896	C
2094	2094_0	Mycoplasma arginini	GCF_001547975.1	538	1987	C
2103	2103_0	Mycoplasma mycoides subsp. mycoides	GCF_001564435.1	870	2688	C
2110	2110_0	Mycoplasma agalactiae	GCF_000089865.1	705	2516	C
2113	2113_0	Mycoplasma californicum	GCF_000695835.1	570	2080	C
2138	2138_0	Spiroplasma poulsonii	GCF_000820525.1	1238	3359	C
2161	2161_0	Methanobacterium bryantii	GCF_002287175.1	3019	9682	C
2162	2162_0	Methanobacterium formicicum	GCF_000953115.1	2245	7796	C
2177	2177_0	Methanohalophilus halophilus	GCF_900106905.1	1954	8777	C
2193	2193_0	Methanocorpusculum parvum	GCF_002287215.1	1616	5829	C
2200	2200_0	Methanoculleus thermophilus	GCF_001571405.1	2114	11208	C
2209	2209_0	Methanosarcina mazei	GCF_000979685.1	3220	13490	C
2226	2226_0	Methanococcoides methylutens	GCF_000765475.1	2264	7796	C
2247	2247_0	Halorubrum lacusprofundi	GCF_002215285.1	2976	15877	C
2248	2248_0	Halorubrum saccharovorum	GCF_000700025.1	2188	11812	C
2264	2264_0	Thermococcus celer	GCF_002214365.1	1847	6766	C
2285	2285_0	Sulfolobus acidocaldarius	GCF_001560815.1	2065	7441	C
2287	2287_0	Sulfolobus solfataricus	GCF_000968355.1	2524	8902	C
2309	2309_0	Pyrodictium occultum	GCF_001462395.1	1511	5642	C
2325	2325_0	Thermoanaerobacter kivui	GCF_000763575.1	2097	8759	C
2340	2340_0	Solemya velum gill symbiont	GCF_000787395.1	2315	5555	C
2423	2423_0	Fervidobacterium islandicum	GCF_000767275.2	1872	1417	C
2702	2702_0	Gardnerella vaginalis	GCF_001953155.1	1278	4309	C
2711	2711_0	Citrus sinensis	GCF_000317415.1	23746	35344	C
2754	2754_0	Synergistes jonesii	GCF_000712295.1	2322	3430	C
2769	2769_0	Chondrus crispus	GCF_000350225.1	5414	6817	C
2786	2786_0	Porphyra umbilicalis	GCA_002049455.2	6020	6410	C
2880	2880_1	Ectocarpus siliculosus	GCA_000310025.1	11286	20110	C
2951	2951_1	Symbiodinium microadriaticum	GCA_001939145.1	22974	20755	C
3055	3055_0	Chlamydomonas reinhardtii	GCF_000002595.1	11229	33277	C
3068	3068_0	Volvox carteri f. nagariensis	GCF_000143455.1	11496	34084	C
3075	3075_0	Auxenochlorella protothecoides	GCF_000733215.1	5687	19177	C
3076	3076_0	Chlorella sorokiniana	GCA_002245835.2	8217	25674	C
3218	3218_0	Physcomitrella patens	GCF_000002425.4	18679	25802	C
3476	3476_0	Parasponia andersonii	GCA_002914805.1	29784	78998	C
3555	3555_0	Beta vulgaris subsp. vulgaris	GCF_000511025.2	23364	34839	C
3562	3562_0	Spinacia oleracea	GCF_002007265.1	24167	34802	C
3641	3641_0	Theobroma cacao	GCF_000208745.1	21203	53360	C
3649	3649_0	Carica papaya	GCF_000150535.2	17609	46068	C
3656	3656_0	Cucumis melo	GCF_000313045.1	19224	32823	C
3661	3661_0	Cucurbita maxima	GCF_002738345.1	26803	32923	C
3673	3673_0	Momordica charantia	GCF_001995035.1	19051	32507	C
3702	3702_0	Arabidopsis thaliana	GCF_000001735.3	26050	59732	C
3711	3711_0	Brassica rapa	GCF_000309985.1	39595	60955	C
3726	3726_0	Raphanus sativus	GCF_000801105.1	47969	61654	C
3750	3750_0	Malus domestica	GCF_000148765.1	45483	74307	C
3760	3760_0	Prunus persica	GCF_000346465.2	22648	70022	C
3775	3775_0	Cephalotus follicularis	GCA_001972305.1	32809	34904	C
3821	3821_0	Cajanus cajan	GCF_000340665.1	28002	54533	C
3827	3827_0	Cicer arietinum	GCF_000331145.1	24111	52581	C
3847	3847_0	Glycine max	GCF_000004515.4	46685	57871	C
3871	3871_0	Lupinus angustifolius	GCF_001865875.1	33144	51077	C
3880	3880_0	Medicago truncatula	GCF_000219495.3	38303	59968	C
3885	3885_0	Phaseolus vulgaris	GCF_000499845.1	26528	55440	C
3900	3900_0	Trifolium subterraneum	GCA_001742945.1	35743	61095	C
3914	3914_0	Vigna angularis	GCF_001190045.1	26230	53502	C
3981	3981_0	Hevea brasiliensis	GCF_001654055.1	34212	55413	C
3983	3983_0	Manihot esculenta	GCF_001659605.1	27740	53276	C
3988	3988_0	Ricinus communis	GCF_000151685.1	20129	52042	C
4039	4039_0	Daucus carota	GCF_001625215.1	30889	35310	C
4072	4072_0	Capsicum annuum	GCF_000710875.1	30386	58879	C
4081	4081_0	Solanum lycopersicum	GCF_000188115.3	25292	54606	C
4097	4097_0	Nicotiana tabacum	GCF_000715135.1	60429	102454	C
4098	4098_0	Nicotiana tomentosiformis	GCF_000390325.2	30359	88682	C
4100	4100_0	Nicotiana benthamiana		50338	84897	C
4113	4113_0	Solanum tuberosum	GCF_000226075.1	28008	55705	C
4155	4155_0	Erythranthe guttata	GCF_000504015.1	26083	50036	C
4182	4182_0	Sesamum indicum	GCF_000512975.1	23646	49983	C
4232	4232_0	Helianthus annuus	GCF_002127325.1	50407	38246	C
4236	4236_0	Lactuca sativa	GCF_002870075.1	33385	35948	C
4432	4432_0	Nelumbo nucifera	GCF_000365185.1	23425	33903	C
4533	4533_0	Oryza brachyantha	GCF_000231095.1	21211	64479	C
4555	4555_0	Setaria italica	GCF_000263155.2	26386	72697	C
4558	4558_0	Sorghum bicolor	GCF_000003195.3	26356	73214	C
4565	4565_0	Triticum aestivum	https://urgi.versailles.inra.fr/download/iwgsc/IWGSC_RefSeq_Annotations/v1.0/iwgsc_refseqv1.0_LowConf_PROTEIN_2017Mar13.fa.zip	103172	67875	C
4572	4572_0	Triticum urartu	GCA_000347455.1	21432	65094	C
4577	4577_0	Zea mays	GCF_000005005.2	32208	70735	C
4615	4615_0	Ananas comosus	GCF_001540865.1	21052	58364	C
4686	4686_0	Asparagus officinalis	GCF_001876935.1	24418	44030	C
4781	4781_1	Plasmopara halstedii	GCA_900000015.1	10140	31221	C
4790	4790_1	Phytophthora nicotianae	GCA_001482985.1	10288	38368	C
4795	4795_1	Phytophthora megakarya	GCA_002215365.1	27966	54325	C
4829	4829_1	Absidia glauca	GCA_900079185.1	13246	29807	C
4909	4909_1	Pichia kudriavzevii	GCA_002166775.1	4744	20524	C
4922	4922_1	Komagataella pastoris	GCA_001708105.1	4927	22161	C
4950	4950_1	Torulaspora delbrueckii	GCA_000243375.1	4885	22089	C
4952	4952_1	Yarrowia lipolytica	GCA_900087985.1	5482	17634	C
4955	4955_1	Lachancea fermentati	GCA_900074765.1	5118	27778	C
4956	4956_1	Zygosaccharomyces rouxii	GCA_000026365.1	4894	22019	C
4999	4999_1	Kockovaella imperatae	GCA_002102565.1	6571	22345	C
5005	5005_1	Sporidiobolus salmonicolor	GCA_001373355.1	4651	21032	C
5061	5061_1	Aspergillus niger	GCA_900248155.1	11030	51193	C
5075	5075_1	Penicillium camemberti	GCA_000513335.1	12997	58041	C
5078	5078_1	Penicillium griseofulvum	GCA_001561935.1	9548	47383	C
5127	5127_1	Fusarium fujikuroi	GCA_900096615.1	14682	67085	C
5141	5141_1	Neurospora crassa	GCA_000786625.1	8719	37932	C
5286	5286_1	Rhodotorula toruloides	GCA_000988875.2	7757	33445	C
5353	5353_1	Lentinula edodes	GCA_002003045.1	9370	33647	C
5454	5454_1	Ascochyta rabiei	GCA_001630375.1	9831	40976	C
5477	5477_1	[Candida] boidinii	GCA_002008015.1	5521	23954	C
5477	5477_2	[Candida] boidinii	GCA_002008095.1	5374	23366	C
5478	5478_1	[Candida] glabrata	GCA_000002545.2	4974	20960	C
5480	5480_1	Candida parapsilosis	GCA_000182765.2	5723	29781	C
5507	5507_1	Fusarium oxysporum	GCA_900096695.1	16322	69749	C
5518	5518_1	Fusarium graminearum	GCA_002352725.1	11588	56102	C
5544	5544_1	Trichoderma harzianum	GCA_000988865.1	11131	52555	C
5544	5544_2	Trichoderma harzianum	GCA_002894145.1	10771	51665	C
5551	5551_1	Trichophyton rubrum	GCA_000812105.1	7772	41522	C
5599	5599_1	Alternaria alternata	GCA_001572055.1	11565	56662	C
5601	5601_1	Phialophora americana	GCA_000835435.1	10303	41019	C
5627	5627_1	Grifola frondosa	GCA_001683735.1	10932	35663	C
5643	5643_1	Trametes cinnabarina	GCA_000765035.1	9802	42922	C
5656	5656_1	Crithidia fasciculata		9195	30422	C
5663	5663_1	Leishmania enriettii		8124	36596	C
5671	5671_1	Leishmania infantum	GCA_900180445.1	8414	37052	C
5679	5679_1	Leishmania panamensis	GCF_000755165.1	7666	35466	C
5684	5684_1	Leptomonas seymouri		8184	29862	C
5689	5689_1	Leishmania tarentolae		8069	36454	C
5705	5705_1	Endotrypanum monterogeii		7957	27118	C
5759	5759_1	Entamoeba histolytica	GCA_001662325.1	7871	16448	C
5763	5763_1	Naegleria fowleri		9976	14447	C
5786	5786_1	Dictyostelium purpureum	GCF_000190715.1	9969	27891	C
5801	5801_1	Eimeria acervulina	GCF_000499425.1	5762	31544	C
5804	5804_1	Eimeria maxima	GCF_000499605.1	5065	27623	C
5823	5823_1	Plasmodium berghei ANKA		4916	32090	C
5849	5849_1	Plasmodium gallinaceum		5083	27691	C
5851	5851_1	Plasmodium knowlesi strain H		5236	33249	C
5854	5854_2	Plasmodium reichenowi		5394	34159	C
5855	5855_1	Plasmodium vivax		6089	36303	C
5857	5857_1	Plasmodium fragile	GCF_000956335.1	5324	32503	C
5858	5858_1	Plasmodium malariae		5648	33124	C
5866	5866_1	Babesia bigemina	GCF_000981445.1	4166	23816	C
5872	5872_1	Theileria equi	GCF_000342415.1	4409	22377	C
5874	5874_1	Theileria annulata	GCF_000003225.2	3629	22479	C
5932	5932_1	Ichthyophthirius multifiliis	GCF_000220395.1	6482	14868	C
5949	5949_1	Stylonychia lemnae	GCA_000751175.1	16614	45392	C
5963	5963_1	Stentor coeruleus	GCA_001970955.1	20260	20172	C
6087	6087_0	Hydra vulgaris	GCF_000004095.1	17589	23109	C
6183	6183_0	Schistosoma mansoni	GCF_000237925.1	9113	13793	C
6185	6185_0	Schistosoma haematobium	GCF_000699445.1	9494	13882	C
6198	6198_0	Opisthorchis viverrini	GCF_000715545.1	10617	12003	C
6210	6210_0	Echinococcus granulosus	GCF_000524195.1	7134	10402	C
6238	6238_0	Caenorhabditis briggsae	GCF_000004555.1	16359	47683	C
6239	6239_0	Caenorhabditis elegans	GCF_000002985.6	17099	48293	C
6279	6279_0	Brugia malayi	GCF_000002995.3	9517	29903	C
